OmaTunniste;OmaIt;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
;;;01_Bjdamm;01_Bjdamm;20080101;2008;01;01;16.8;59.2;0.2;0.8;-1.3;4.3;331.88;5.69
;;;01_Bjdamm;01_Bjdamm;20080102;2008;01;02;16.8;59.2;-0.4;1.3;-0.9;2.7;176.94;5.32
;;;01_Bjdamm;01_Bjdamm;20080103;2008;01;03;16.8;59.2;-1.7;-0.6;-3.0;1.6;767.12;4.71
;;;01_Bjdamm;01_Bjdamm;20080104;2008;01;04;16.8;59.2;-1.9;-1.0;-3.4;0.0;548.5;4.0
;;;01_Bjdamm;01_Bjdamm;20080105;2008;01;05;16.8;59.2;-1.0;-0.8;-2.1;1.0;145.98;4.49
;;;01_Bjdamm;01_Bjdamm;20080106;2008;01;06;16.8;59.2;-0.0;0.4;-0.9;2.0;363.53;5.52
;;;01_Bjdamm;01_Bjdamm;20080107;2008;01;07;16.8;59.2;1.0;1.5;0.0;1.8;505.3;6.13
;;;01_Bjdamm;01_Bjdamm;20080108;2008;01;08;16.8;59.2;1.4;2.6;0.8;3.0;324.25;6.34
;;;01_Bjdamm;01_Bjdamm;20080109;2008;01;09;16.8;59.2;1.8;3.1;0.3;4.5;588.2;6.51
;;;01_Bjdamm;01_Bjdamm;20080110;2008;01;10;16.8;59.2;1.4;2.9;0.3;4.1;653.83;6.24
;;;01_Bjdamm;01_Bjdamm;20080111;2008;01;11;16.8;59.2;4.3;6.6;2.0;0.2;1785.02;7.06
;;;01_Bjdamm;01_Bjdamm;20080112;2008;01;12;16.8;59.2;3.1;4.3;1.3;1.0;314.06;7.02
;;;01_Bjdamm;01_Bjdamm;20080113;2008;01;13;16.8;59.2;2.1;4.5;0.7;0.4;2073.42;5.95
;;;01_Bjdamm;01_Bjdamm;20080114;2008;01;14;16.8;59.2;4.3;5.0;1.8;0.0;2053.69;7.05
;;;01_Bjdamm;01_Bjdamm;20080115;2008;01;15;16.8;59.2;3.0;4.7;1.5;2.6;908.71;6.51
;;;01_Bjdamm;01_Bjdamm;20080116;2008;01;16;16.8;59.2;4.3;4.5;3.7;4.6;457.34;7.54
;;;01_Bjdamm;01_Bjdamm;20080117;2008;01;17;16.8;59.2;3.9;5.8;2.1;0.0;2036.56;6.24
;;;01_Bjdamm;01_Bjdamm;20080118;2008;01;18;16.8;59.2;2.4;3.9;-2.2;6.4;316.98;6.7
;;;01_Bjdamm;01_Bjdamm;20080119;2008;01;19;16.8;59.2;5.2;6.6;3.2;0.0;1433.16;6.6
;;;01_Bjdamm;01_Bjdamm;20080120;2008;01;20;16.8;59.2;3.2;5.3;0.9;0.0;1861.99;5.62
;;;01_Bjdamm;01_Bjdamm;20080121;2008;01;21;16.8;59.2;2.4;5.3;-0.3;0.6;803.27;6.11
;;;01_Bjdamm;01_Bjdamm;20080122;2008;01;22;16.8;59.2;-0.9;0.6;-2.0;0.0;1712.09;4.36
;;;01_Bjdamm;01_Bjdamm;20080123;2008;01;23;16.8;59.2;-4.8;-0.6;-8.4;5.2;1170.94;3.83
;;;01_Bjdamm;01_Bjdamm;20080124;2008;01;24;16.8;59.2;3.1;6.8;-2.4;0.0;2335.93;6.85
;;;01_Bjdamm;01_Bjdamm;20080125;2008;01;25;16.8;59.2;4.5;7.4;1.7;0.5;935.46;6.48
;;;01_Bjdamm;01_Bjdamm;20080126;2008;01;26;16.8;59.2;3.0;6.3;0.1;0.0;755.86;6.11
;;;01_Bjdamm;01_Bjdamm;20080127;2008;01;27;16.8;59.2;-0.2;2.3;-1.4;0.0;3486.74;3.74
;;;01_Bjdamm;01_Bjdamm;20080128;2008;01;28;16.8;59.2;0.5;3.6;-4.7;0.0;1319.44;5.19
;;;01_Bjdamm;01_Bjdamm;20080129;2008;01;29;16.8;59.2;5.8;7.8;-0.8;4.0;982.94;8.2
;;;01_Bjdamm;01_Bjdamm;20080130;2008;01;30;16.8;59.2;2.2;6.6;0.3;4.5;946.76;6.86
;;;01_Bjdamm;01_Bjdamm;20080131;2008;01;31;16.8;59.2;0.9;2.4;-1.3;1.1;2974.18;5.63
;;;01_Bjdamm;01_Bjdamm;20080201;2008;02;01;16.8;59.2;2.2;3.4;0.8;3.0;1413.58;6.14
;;;01_Bjdamm;01_Bjdamm;20080202;2008;02;02;16.8;59.2;0.4;3.8;-2.2;6.0;2140.81;5.88
;;;01_Bjdamm;01_Bjdamm;20080203;2008;02;03;16.8;59.2;0.6;3.6;-6.8;3.8;998.64;6.11
;;;01_Bjdamm;01_Bjdamm;20080204;2008;02;04;16.8;59.2;0.5;3.7;-3.8;0.0;3074.87;5.61
;;;01_Bjdamm;01_Bjdamm;20080205;2008;02;05;16.8;59.2;0.7;2.2;-0.2;1.1;2451.56;5.85
;;;01_Bjdamm;01_Bjdamm;20080206;2008;02;06;16.8;59.2;2.8;3.8;-0.2;1.5;676.04;7.2
;;;01_Bjdamm;01_Bjdamm;20080207;2008;02;07;16.8;59.2;1.9;3.6;1.0;0.3;678.92;6.57
;;;01_Bjdamm;01_Bjdamm;20080208;2008;02;08;16.8;59.2;3.2;4.6;1.0;0.5;940.75;7.03
;;;01_Bjdamm;01_Bjdamm;20080209;2008;02;09;16.8;59.2;5.0;6.0;4.0;0.0;1638.97;7.87
;;;01_Bjdamm;01_Bjdamm;20080210;2008;02;10;16.8;59.2;3.1;5.1;1.1;0.0;618.37;6.95
;;;01_Bjdamm;01_Bjdamm;20080211;2008;02;11;16.8;59.2;0.1;4.2;-3.1;0.0;5108.36;5.64
;;;01_Bjdamm;01_Bjdamm;20080212;2008;02;12;16.8;59.2;0.3;3.3;-5.8;0.0;1382.33;5.94
;;;01_Bjdamm;01_Bjdamm;20080213;2008;02;13;16.8;59.2;2.2;5.2;-0.6;0.0;5999.15;5.07
;;;01_Bjdamm;01_Bjdamm;20080214;2008;02;14;16.8;59.2;-0.9;2.2;-2.3;0.0;5997.78;3.24
;;;01_Bjdamm;01_Bjdamm;20080215;2008;02;15;16.8;59.2;-4.2;-0.7;-6.8;0.0;6679.22;2.78
;;;01_Bjdamm;01_Bjdamm;20080216;2008;02;16;16.8;59.2;-3.9;0.6;-10.0;0.0;5135.08;3.52
;;;01_Bjdamm;01_Bjdamm;20080217;2008;02;17;16.8;59.2;4.7;6.3;0.2;0.0;3094.92;6.31
;;;01_Bjdamm;01_Bjdamm;20080218;2008;02;18;16.8;59.2;3.1;7.8;-1.3;0.0;6136.78;6.2
;;;01_Bjdamm;01_Bjdamm;20080219;2008;02;19;16.8;59.2;-0.0;5.3;-4.8;0.0;4317.01;4.61
;;;01_Bjdamm;01_Bjdamm;20080220;2008;02;20;16.8;59.2;1.0;2.5;-3.1;0.0;1166.29;6.4
;;;01_Bjdamm;01_Bjdamm;20080221;2008;02;21;16.8;59.2;3.2;4.3;1.8;0.0;2067.98;6.04
;;;01_Bjdamm;01_Bjdamm;20080222;2008;02;22;16.8;59.2;6.1;9.1;4.0;0.0;3551.36;6.96
;;;01_Bjdamm;01_Bjdamm;20080223;2008;02;23;16.8;59.2;4.5;7.7;2.5;0.2;6467.18;5.42
;;;01_Bjdamm;01_Bjdamm;20080224;2008;02;24;16.8;59.2;7.5;9.8;0.8;0.0;1861.16;9.11
;;;01_Bjdamm;01_Bjdamm;20080225;2008;02;25;16.8;59.2;4.7;9.0;3.1;0.2;7966.58;6.04
;;;01_Bjdamm;01_Bjdamm;20080226;2008;02;26;16.8;59.2;3.2;4.8;-0.3;8.3;1498.9;7.04
;;;01_Bjdamm;01_Bjdamm;20080227;2008;02;27;16.8;59.2;4.6;7.4;3.2;3.3;2527.81;7.8
;;;01_Bjdamm;01_Bjdamm;20080228;2008;02;28;16.8;59.2;0.9;6.0;-2.0;0.6;9172.66;4.12
;;;01_Bjdamm;01_Bjdamm;20080229;2008;02;29;16.8;59.2;2.2;7.1;-3.0;1.0;7338.78;5.35
;;;01_Bjdamm;01_Bjdamm;20080301;2008;03;01;16.8;59.2;2.2;3.1;-0.7;4.9;1551.38;6.65
;;;01_Bjdamm;01_Bjdamm;20080302;2008;03;02;16.8;59.2;0.8;2.4;-0.6;0.8;2033.93;6.04
;;;01_Bjdamm;01_Bjdamm;20080303;2008;03;03;16.8;59.2;0.1;3.5;-2.4;0.0;9676.73;4.67
;;;01_Bjdamm;01_Bjdamm;20080304;2008;03;04;16.8;59.2;-2.0;2.3;-5.1;0.1;10389.02;3.24
;;;01_Bjdamm;01_Bjdamm;20080305;2008;03;05;16.8;59.2;0.1;2.3;-4.1;1.2;8719.42;3.78
;;;01_Bjdamm;01_Bjdamm;20080306;2008;03;06;16.8;59.2;4.7;8.4;0.3;0.0;9658.58;5.86
;;;01_Bjdamm;01_Bjdamm;20080307;2008;03;07;16.8;59.2;1.2;6.5;-1.4;1.2;10342.37;3.69
;;;01_Bjdamm;01_Bjdamm;20080308;2008;03;08;16.8;59.2;4.0;6.9;0.5;1.3;5389.34;6.42
;;;01_Bjdamm;01_Bjdamm;20080309;2008;03;09;16.8;59.2;5.2;7.4;0.4;3.5;3807.9;7.13
;;;01_Bjdamm;01_Bjdamm;20080310;2008;03;10;16.8;59.2;5.2;7.5;4.1;3.5;3092.58;8.15
;;;01_Bjdamm;01_Bjdamm;20080311;2008;03;11;16.8;59.2;4.3;6.4;0.6;0.1;2779.34;7.57
;;;01_Bjdamm;01_Bjdamm;20080312;2008;03;12;16.8;59.2;4.7;6.7;4.0;4.0;3265.38;7.92
;;;01_Bjdamm;01_Bjdamm;20080313;2008;03;13;16.8;59.2;2.5;4.0;1.6;1.3;1274.58;6.93
;;;01_Bjdamm;01_Bjdamm;20080314;2008;03;14;16.8;59.2;2.0;3.5;0.7;0.0;6838.31;6.07
;;;01_Bjdamm;01_Bjdamm;20080315;2008;03;15;16.8;59.2;1.6;5.2;-1.7;0.0;5657.4;5.96
;;;01_Bjdamm;01_Bjdamm;20080316;2008;03;16;16.8;59.2;1.9;7.8;-0.2;0.0;9676.44;6.35
;;;01_Bjdamm;01_Bjdamm;20080317;2008;03;17;16.8;59.2;0.4;2.5;-0.4;4.0;1935.43;5.86
;;;01_Bjdamm;01_Bjdamm;20080318;2008;03;18;16.8;59.2;-0.4;0.7;-1.0;2.0;6233.76;5.26
;;;01_Bjdamm;01_Bjdamm;20080319;2008;03;19;16.8;59.2;-1.0;1.6;-2.1;1.8;5689.62;5.23
;;;01_Bjdamm;01_Bjdamm;20080320;2008;03;20;16.8;59.2;-3.4;0.3;-7.6;0.0;13320.94;3.72
;;;01_Bjdamm;01_Bjdamm;20080321;2008;03;21;16.8;59.2;-2.5;-0.1;-4.5;1.3;6234.84;3.84
;;;01_Bjdamm;01_Bjdamm;20080322;2008;03;22;16.8;59.2;-5.4;-1.6;-8.0;0.2;10956.82;3.02
;;;01_Bjdamm;01_Bjdamm;20080323;2008;03;23;16.8;59.2;-7.1;-2.1;-10.4;0.0;11532.38;2.27
;;;01_Bjdamm;01_Bjdamm;20080324;2008;03;24;16.8;59.2;-5.0;0.9;-13.7;1.0;7312.07;3.59
;;;01_Bjdamm;01_Bjdamm;20080325;2008;03;25;16.8;59.2;-3.2;2.6;-10.6;0.0;3582.94;3.51
;;;01_Bjdamm;01_Bjdamm;20080326;2008;03;26;16.8;59.2;-1.1;3.2;-6.9;0.0;15322.9;3.52
;;;01_Bjdamm;01_Bjdamm;20080327;2008;03;27;16.8;59.2;-0.7;4.6;-5.6;0.0;16126.45;3.17
;;;01_Bjdamm;01_Bjdamm;20080328;2008;03;28;16.8;59.2;0.6;5.7;-3.6;0.0;13505.54;4.27
;;;01_Bjdamm;01_Bjdamm;20080329;2008;03;29;16.8;59.2;4.8;8.5;0.7;1.0;12574.4;6.66
;;;01_Bjdamm;01_Bjdamm;20080330;2008;03;30;16.8;59.2;5.5;11.4;-0.6;0.0;14788.55;6.43
;;;01_Bjdamm;01_Bjdamm;20080331;2008;03;31;16.8;59.2;7.3;12.0;4.6;0.0;12400.63;7.47
;;;01_Bjdamm;01_Bjdamm;20080401;2008;04;01;16.8;59.2;6.7;13.3;3.8;0.0;12277.04;7.56
;;;01_Bjdamm;01_Bjdamm;20080402;2008;04;02;16.8;59.2;7.5;13.7;4.2;0.0;4944.89;7.64
;;;01_Bjdamm;01_Bjdamm;20080403;2008;04;03;16.8;59.2;2.4;10.7;-2.1;0.0;14400.9;6.17
;;;01_Bjdamm;01_Bjdamm;20080404;2008;04;04;16.8;59.2;5.7;14.8;-1.6;0.0;15974.53;6.28
;;;01_Bjdamm;01_Bjdamm;20080405;2008;04;05;16.8;59.2;5.7;10.9;2.7;0.0;15755.18;6.05
;;;01_Bjdamm;01_Bjdamm;20080406;2008;04;06;16.8;59.2;5.5;9.6;-0.1;6.9;9860.36;7.22
;;;01_Bjdamm;01_Bjdamm;20080407;2008;04;07;16.8;59.2;4.1;6.9;1.9;0.2;7191.58;7.59
;;;01_Bjdamm;01_Bjdamm;20080408;2008;04;08;16.8;59.2;1.0;5.1;-2.4;10.4;3708.58;6.19
;;;01_Bjdamm;01_Bjdamm;20080409;2008;04;09;16.8;59.2;0.8;2.2;-0.5;6.4;5147.21;6.28
;;;01_Bjdamm;01_Bjdamm;20080410;2008;04;10;16.8;59.2;2.7;7.0;1.1;0.0;11390.26;6.48
;;;01_Bjdamm;01_Bjdamm;20080411;2008;04;11;16.8;59.2;2.6;8.5;-2.3;0.0;12341.09;5.93
;;;01_Bjdamm;01_Bjdamm;20080412;2008;04;12;16.8;59.2;1.9;5.6;-3.2;8.5;2774.41;6.26
;;;01_Bjdamm;01_Bjdamm;20080413;2008;04;13;16.8;59.2;3.2;7.2;1.7;0.6;9497.56;6.69
;;;01_Bjdamm;01_Bjdamm;20080414;2008;04;14;16.8;59.2;4.2;11.6;-2.0;2.1;12030.12;6.99
;;;01_Bjdamm;01_Bjdamm;20080415;2008;04;15;16.8;59.2;4.6;10.3;-1.9;0.3;12003.59;6.24
;;;01_Bjdamm;01_Bjdamm;20080416;2008;04;16;16.8;59.2;5.6;9.7;0.6;0.0;11079.65;7.2
;;;01_Bjdamm;01_Bjdamm;20080417;2008;04;17;16.8;59.2;4.9;10.7;-2.0;0.0;12610.01;4.92
;;;01_Bjdamm;01_Bjdamm;20080418;2008;04;18;16.8;59.2;3.6;11.4;-4.0;0.0;19405.37;4.71
;;;01_Bjdamm;01_Bjdamm;20080419;2008;04;19;16.8;59.2;4.4;9.8;-3.2;0.0;13952.12;5.89
;;;01_Bjdamm;01_Bjdamm;20080420;2008;04;20;16.8;59.2;5.7;14.3;-4.6;0.0;22340.2;5.59
;;;01_Bjdamm;01_Bjdamm;20080421;2008;04;21;16.8;59.2;5.5;14.0;-2.2;0.0;20510.82;5.11
;;;01_Bjdamm;01_Bjdamm;20080422;2008;04;22;16.8;59.2;4.7;12.9;-4.0;0.0;23132.23;5.32
;;;01_Bjdamm;01_Bjdamm;20080423;2008;04;23;16.8;59.2;7.8;16.2;-4.4;0.0;23391.9;5.84
;;;01_Bjdamm;01_Bjdamm;20080424;2008;04;24;16.8;59.2;9.6;19.2;-1.3;0.0;23006.95;5.96
;;;01_Bjdamm;01_Bjdamm;20080425;2008;04;25;16.8;59.2;10.3;19.6;-1.9;0.0;22900.5;6.65
;;;01_Bjdamm;01_Bjdamm;20080426;2008;04;26;16.8;59.2;10.4;16.8;0.6;0.0;21303.94;8.42
;;;01_Bjdamm;01_Bjdamm;20080427;2008;04;27;16.8;59.2;10.9;14.9;3.7;0.0;9559.76;9.65
;;;01_Bjdamm;01_Bjdamm;20080428;2008;04;28;16.8;59.2;12.8;18.2;8.7;0.0;17207.6;9.7
;;;01_Bjdamm;01_Bjdamm;20080429;2008;04;29;16.8;59.2;13.0;21.6;4.1;0.0;23441.29;7.08
;;;01_Bjdamm;01_Bjdamm;20080430;2008;04;30;16.8;59.2;11.2;19.0;3.4;1.0;13752.4;8.45
;;;01_Bjdamm;01_Bjdamm;20080501;2008;05;01;16.8;59.2;11.8;17.5;8.0;0.0;7029.86;11.17
;;;01_Bjdamm;01_Bjdamm;20080502;2008;05;02;16.8;59.2;8.7;14.1;1.5;1.5;12726.65;9.87
;;;01_Bjdamm;01_Bjdamm;20080503;2008;05;03;16.8;59.2;10.7;15.3;7.2;0.0;9019.19;10.49
;;;01_Bjdamm;01_Bjdamm;20080504;2008;05;04;16.8;59.2;11.8;18.7;3.4;0.0;20278.55;10.29
;;;01_Bjdamm;01_Bjdamm;20080505;2008;05;05;16.8;59.2;11.2;17.9;5.2;0.0;19194.66;8.11
;;;01_Bjdamm;01_Bjdamm;20080506;2008;05;06;16.8;59.2;8.6;16.5;-0.4;0.0;16679.81;7.34
;;;01_Bjdamm;01_Bjdamm;20080507;2008;05;07;16.8;59.2;11.6;18.0;2.1;0.0;24630.3;7.96
;;;01_Bjdamm;01_Bjdamm;20080508;2008;05;08;16.8;59.2;11.7;20.5;2.4;0.0;25672.93;7.93
;;;01_Bjdamm;01_Bjdamm;20080509;2008;05;09;16.8;59.2;14.6;22.5;4.6;0.0;25616.12;9.8
;;;01_Bjdamm;01_Bjdamm;20080510;2008;05;10;16.8;59.2;17.0;27.1;5.6;0.0;26093.23;9.89
;;;01_Bjdamm;01_Bjdamm;20080511;2008;05;11;16.8;59.2;17.8;26.0;8.1;0.0;25650.0;9.72
;;;01_Bjdamm;01_Bjdamm;20080512;2008;05;12;16.8;59.2;10.4;20.5;7.2;0.0;22671.94;5.94
;;;01_Bjdamm;01_Bjdamm;20080513;2008;05;13;16.8;59.2;6.6;14.9;-3.5;0.0;24634.55;5.64
;;;01_Bjdamm;01_Bjdamm;20080514;2008;05;14;16.8;59.2;6.2;10.9;-2.6;2.9;18466.49;6.77
;;;01_Bjdamm;01_Bjdamm;20080515;2008;05;15;16.8;59.2;6.7;10.0;4.7;12.1;12879.65;8.45
;;;01_Bjdamm;01_Bjdamm;20080516;2008;05;16;16.8;59.2;5.4;8.2;3.4;13.4;3648.53;7.99
;;;01_Bjdamm;01_Bjdamm;20080517;2008;05;17;16.8;59.2;6.9;10.9;4.7;12.2;14270.33;9.41
;;;01_Bjdamm;01_Bjdamm;20080518;2008;05;18;16.8;59.2;4.6;8.0;2.6;1.5;6862.86;6.92
;;;01_Bjdamm;01_Bjdamm;20080519;2008;05;19;16.8;59.2;6.3;12.3;-1.5;0.0;18741.64;6.23
;;;01_Bjdamm;01_Bjdamm;20080520;2008;05;20;16.8;59.2;7.3;12.6;0.0;9.6;19417.07;7.44
;;;01_Bjdamm;01_Bjdamm;20080521;2008;05;21;16.8;59.2;8.2;14.2;-0.4;0.0;16409.16;8.22
;;;01_Bjdamm;01_Bjdamm;20080522;2008;05;22;16.8;59.2;10.4;16.6;3.5;0.0;27742.36;7.89
;;;01_Bjdamm;01_Bjdamm;20080523;2008;05;23;16.8;59.2;10.2;17.3;0.4;0.0;26631.9;8.22
;;;01_Bjdamm;01_Bjdamm;20080524;2008;05;24;16.8;59.2;10.3;17.4;-0.1;0.0;29163.67;7.43
;;;01_Bjdamm;01_Bjdamm;20080525;2008;05;25;16.8;59.2;10.8;18.8;-0.6;0.0;28302.26;6.68
;;;01_Bjdamm;01_Bjdamm;20080526;2008;05;26;16.8;59.2;12.9;19.4;2.7;0.0;22171.32;8.54
;;;01_Bjdamm;01_Bjdamm;20080527;2008;05;27;16.8;59.2;12.0;18.5;2.2;0.0;29189.95;7.16
;;;01_Bjdamm;01_Bjdamm;20080528;2008;05;28;16.8;59.2;13.0;21.2;0.7;0.0;28863.14;7.52
;;;01_Bjdamm;01_Bjdamm;20080529;2008;05;29;16.8;59.2;16.6;24.8;4.4;0.0;24888.46;9.67
;;;01_Bjdamm;01_Bjdamm;20080530;2008;05;30;16.8;59.2;19.2;28.4;8.0;0.0;27536.11;11.5
;;;01_Bjdamm;01_Bjdamm;20080531;2008;05;31;16.8;59.2;18.0;27.9;6.5;0.0;28205.1;10.31
;;;01_Bjdamm;01_Bjdamm;20080601;2008;06;01;16.8;59.2;18.0;26.6;6.9;0.0;28131.41;8.32
;;;01_Bjdamm;01_Bjdamm;20080602;2008;06;02;16.8;59.2;17.0;23.1;8.7;0.0;28847.23;10.82
;;;01_Bjdamm;01_Bjdamm;20080603;2008;06;03;16.8;59.2;15.6;22.5;4.9;0.0;29615.18;9.95
;;;01_Bjdamm;01_Bjdamm;20080604;2008;06;04;16.8;59.2;15.4;24.6;2.4;0.0;30282.19;9.46
;;;01_Bjdamm;01_Bjdamm;20080605;2008;06;05;16.8;59.2;18.2;26.5;7.8;0.0;29683.19;9.3
;;;01_Bjdamm;01_Bjdamm;20080606;2008;06;06;16.8;59.2;20.8;30.1;11.0;5.8;30027.13;9.77
;;;01_Bjdamm;01_Bjdamm;20080607;2008;06;07;16.8;59.2;17.4;25.6;8.8;0.0;26414.93;11.7
;;;01_Bjdamm;01_Bjdamm;20080608;2008;06;08;16.8;59.2;20.4;30.6;8.8;0.0;28675.15;10.84
;;;01_Bjdamm;01_Bjdamm;20080609;2008;06;09;16.8;59.2;19.4;24.9;16.1;0.0;29659.54;8.25
;;;01_Bjdamm;01_Bjdamm;20080610;2008;06;10;16.8;59.2;17.4;21.9;13.5;0.1;20018.2;10.91
;;;01_Bjdamm;01_Bjdamm;20080611;2008;06;11;16.8;59.2;12.3;17.9;8.2;3.5;16942.36;10.93
;;;01_Bjdamm;01_Bjdamm;20080612;2008;06;12;16.8;59.2;10.0;15.2;3.6;0.0;22131.07;8.52
;;;01_Bjdamm;01_Bjdamm;20080613;2008;06;13;16.8;59.2;12.9;19.2;5.0;0.1;15668.21;10.11
;;;01_Bjdamm;01_Bjdamm;20080614;2008;06;14;16.8;59.2;12.6;17.1;6.5;0.0;24734.63;10.76
;;;01_Bjdamm;01_Bjdamm;20080615;2008;06;15;16.8;59.2;11.4;18.3;4.8;2.5;21253.75;8.72
;;;01_Bjdamm;01_Bjdamm;20080616;2008;06;16;16.8;59.2;10.8;16.6;3.4;0.1;15170.94;10.61
;;;01_Bjdamm;01_Bjdamm;20080617;2008;06;17;16.8;59.2;12.5;18.8;1.7;0.1;28592.82;10.39
;;;01_Bjdamm;01_Bjdamm;20080618;2008;06;18;16.8;59.2;14.3;19.2;7.4;0.1;20509.09;10.72
;;;01_Bjdamm;01_Bjdamm;20080619;2008;06;19;16.8;59.2;15.6;20.2;9.4;2.0;17124.84;11.4
;;;01_Bjdamm;01_Bjdamm;20080620;2008;06;20;16.8;59.2;15.2;20.2;9.5;0.0;23968.73;12.36
;;;01_Bjdamm;01_Bjdamm;20080621;2008;06;21;16.8;59.2;13.0;18.5;8.6;4.3;22566.89;10.73
;;;01_Bjdamm;01_Bjdamm;20080622;2008;06;22;16.8;59.2;14.7;19.9;9.3;9.4;17943.88;11.68
;;;01_Bjdamm;01_Bjdamm;20080623;2008;06;23;16.8;59.2;15.0;18.8;12.3;2.9;14989.57;13.78
;;;01_Bjdamm;01_Bjdamm;20080624;2008;06;24;16.8;59.2;13.9;17.5;11.3;0.0;23220.68;9.33
;;;01_Bjdamm;01_Bjdamm;20080625;2008;06;25;16.8;59.2;13.1;18.2;5.8;0.0;22840.88;7.7
;;;01_Bjdamm;01_Bjdamm;20080626;2008;06;26;16.8;59.2;14.5;20.1;6.8;0.0;22301.1;9.84
;;;01_Bjdamm;01_Bjdamm;20080627;2008;06;27;16.8;59.2;14.0;20.6;10.0;5.1;21261.92;10.04
;;;01_Bjdamm;01_Bjdamm;20080628;2008;06;28;16.8;59.2;15.0;19.6;11.2;0.0;21561.91;13.53
;;;01_Bjdamm;01_Bjdamm;20080629;2008;06;29;16.8;59.2;16.3;22.4;7.8;0.3;22771.58;12.4
;;;01_Bjdamm;01_Bjdamm;20080630;2008;06;30;16.8;59.2;15.8;20.2;11.0;7.4;11569.61;13.95
;;;01_Bjdamm;01_Bjdamm;20080701;2008;07;01;16.8;59.2;17.2;22.3;11.1;0.0;27741.1;14.15
;;;01_Bjdamm;01_Bjdamm;20080702;2008;07;02;16.8;59.2;18.2;24.8;10.1;0.0;26952.05;14.42
;;;01_Bjdamm;01_Bjdamm;20080703;2008;07;03;16.8;59.2;18.0;24.5;8.1;0.0;29508.3;11.37
;;;01_Bjdamm;01_Bjdamm;20080704;2008;07;04;16.8;59.2;20.0;27.2;11.0;0.0;23813.14;13.37
;;;01_Bjdamm;01_Bjdamm;20080705;2008;07;05;16.8;59.2;16.1;24.1;10.9;1.8;17016.77;12.21
;;;01_Bjdamm;01_Bjdamm;20080706;2008;07;06;16.8;59.2;12.1;15.9;9.7;5.0;5923.87;10.54
;;;01_Bjdamm;01_Bjdamm;20080707;2008;07;07;16.8;59.2;10.6;13.4;9.5;28.4;3492.4;11.66
;;;01_Bjdamm;01_Bjdamm;20080708;2008;07;08;16.8;59.2;12.7;16.9;9.0;0.7;5762.16;11.85
;;;01_Bjdamm;01_Bjdamm;20080709;2008;07;09;16.8;59.2;14.7;19.8;5.7;0.0;28638.54;10.07
;;;01_Bjdamm;01_Bjdamm;20080710;2008;07;10;16.8;59.2;19.0;24.9;13.2;0.0;26525.34;12.18
;;;01_Bjdamm;01_Bjdamm;20080711;2008;07;11;16.8;59.2;16.1;21.9;9.2;3.2;14857.31;14.84
;;;01_Bjdamm;01_Bjdamm;20080712;2008;07;12;16.8;59.2;16.7;23.8;9.8;0.1;19980.18;13.75
;;;01_Bjdamm;01_Bjdamm;20080713;2008;07;13;16.8;59.2;17.0;22.0;11.5;0.0;24284.52;13.06
;;;01_Bjdamm;01_Bjdamm;20080714;2008;07;14;16.8;59.2;15.1;22.8;7.4;0.7;22753.48;11.64
;;;01_Bjdamm;01_Bjdamm;20080715;2008;07;15;16.8;59.2;17.4;24.1;10.2;0.0;20486.16;13.96
;;;01_Bjdamm;01_Bjdamm;20080716;2008;07;16;16.8;59.2;17.1;21.3;14.1;0.0;19671.3;11.46
;;;01_Bjdamm;01_Bjdamm;20080717;2008;07;17;16.8;59.2;14.1;19.3;8.6;5.7;24275.66;11.82
;;;01_Bjdamm;01_Bjdamm;20080718;2008;07;18;16.8;59.2;14.4;19.7;8.3;0.0;16040.34;11.61
;;;01_Bjdamm;01_Bjdamm;20080719;2008;07;19;16.8;59.2;15.7;21.8;9.9;0.0;12986.96;14.07
;;;01_Bjdamm;01_Bjdamm;20080720;2008;07;20;16.8;59.2;17.0;23.0;11.3;0.0;7979.83;14.47
;;;01_Bjdamm;01_Bjdamm;20080721;2008;07;21;16.8;59.2;15.6;19.0;12.6;2.2;19839.6;15.39
;;;01_Bjdamm;01_Bjdamm;20080722;2008;07;22;16.8;59.2;16.8;22.6;13.4;0.0;20726.46;12.66
;;;01_Bjdamm;01_Bjdamm;20080723;2008;07;23;16.8;59.2;20.3;28.9;11.6;0.0;27187.02;14.04
;;;01_Bjdamm;01_Bjdamm;20080724;2008;07;24;16.8;59.2;21.5;30.4;11.4;0.0;25247.2;14.75
;;;01_Bjdamm;01_Bjdamm;20080725;2008;07;25;16.8;59.2;22.0;30.3;11.6;0.0;26610.91;15.03
;;;01_Bjdamm;01_Bjdamm;20080726;2008;07;26;16.8;59.2;21.9;32.6;10.0;0.0;27012.64;17.58
;;;01_Bjdamm;01_Bjdamm;20080727;2008;07;27;16.8;59.2;21.7;31.5;12.8;0.0;23166.86;15.98
;;;01_Bjdamm;01_Bjdamm;20080728;2008;07;28;16.8;59.2;21.6;30.5;13.0;0.0;24154.88;15.6
;;;01_Bjdamm;01_Bjdamm;20080729;2008;07;29;16.8;59.2;19.1;27.1;10.2;0.0;25492.9;11.88
;;;01_Bjdamm;01_Bjdamm;20080730;2008;07;30;16.8;59.2;18.8;28.2;9.2;0.0;23300.68;13.35
